Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link
P005,"Wine, Chinese","Alak, Tsina",92.6,30,0,0,7.4,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/P005.png
Q001,"Ceylon moss/Agar-agar, in light syrup",Gulaman palamig,89.2,56,0,2.5,8.3,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q001web.jpg
Q002,"Choc-flvr drink, prep",N/A,80.1,80,1.5,0.3,17.7,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q002web.jpg
Q003,"Choc-flvr drink, pwdr",N/A,1.2,394,5.7,3.6,84.8,4.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q003web.jpg
Q004,"Choc-flvr drink, UHT",N/A,82.5,78,3,2.1,11.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q004web.jpg
Q005,"Choc-flvr energy drnk, granules, fortified",N/A,2.8,406,11,6.6,75.7,3.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa73.jpg
Q006,"Choc-flvr energy drnk, pwdr, fortified",N/A,1.9,432,13.8,11.6,68,4.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q006web.jpg
Q007,"Choc-flvr food milk, pwdr",N/A,2.2,398,21.7,5,66.7,4.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q007web.jpg
Q008,"Cocoa, pwdr, imported","Kakaw, pulbos, imported",3.1,474,20,21.1,51,4.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q008web.jpg
Q009,"Cocoa, pwdr, local","Kakaw, pulbos, lokal",2.7,465,21.7,19.8,49.9,5.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q009web.jpg
Q010,Coconut water,"Niyog, tubig",94.4,22,0,0.2,5.1,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q010online.jpg
Q011,"Coffee, creamer & sugar (3 in 1)",N/A,1.3,392,3.6,0.8,92.5,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q011web.jpg
Q012,"Coffee, inst, 100% pure",N/A,3.3,329,21.6,0.1,60.3,14.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q012web.jpg
Q013,"Coffee, roasted",N/A,2.2,406,15.2,7.1,70.4,5.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0131.png
Q013,"Coffee, roasted",N/A,88.4,47,0.1,0.2,11.2,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa76.jpg
Q013,"Coffee, roasted",N/A,2.2,406,15.2,7.1,70.4,5.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0131.png
Q014,"Coffee, soybean, w/ seed coat",N/A,5.7,442,39,17.1,32.9,5.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa74.jpg
Q014,"Coffee, soybean, w/ seed coat",N/A,88.8,45,0.2,0.1,10.8,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q025_copy1.png
Q014,"Coffee, soybean, w/ seed coat",N/A,5.7,442,39,17.1,32.9,5.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa74.jpg
Q015,"Coffee, soybean, w/o seed coat",N/A,0.1,492,39.5,23,31.8,5.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa75.jpg
Q015,"Coffee, soybean, w/o seed coat",N/A,88.8,46,0.1,0.3,10.7,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q026web.jpg
Q015,"Coffee, soybean, w/o seed coat",N/A,0.1,492,39.5,23,31.8,5.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa75.jpg
Q016,"Fruit jce drnk conc, calamansi",N/A,40.8,239,0.2,0.6,58.3,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0161.png
Q016,"Fruit jce drnk conc, calamansi",N/A,82.5,75,0.1,1,16.3,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa77.jpg
Q016,"Fruit jce drnk conc, calamansi",N/A,40.8,239,0.2,0.6,58.3,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0161.png
Q017,"Fruit jce drnk conc, grape",N/A,36,257,0.2,0.4,63.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q017.png
Q017,"Fruit jce drnk conc, grape",N/A,85.8,57,0.2,0.2,13.7,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q028web.jpg
Q017,"Fruit jce drnk conc, grape",N/A,36,257,0.2,0.4,63.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q017.png
Q018,"Fruit jce drnk conc, grapefruit",N/A,44,230,0,1.3,54.6,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q018web.jpg
Q018,"Fruit jce drnk conc, grapefruit",N/A,88,49,0.1,0.2,11.6,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q029web.jpg
Q018,"Fruit jce drnk conc, grapefruit",N/A,44,230,0,1.3,54.6,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q018web.jpg
Q019,"Fruit jce drnk conc, guyabano",N/A,72.9,109,0.3,0.3,26.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q019web.jpg
Q019,"Fruit jce drnk conc, guyabano",N/A,87.9,49,0.1,0.2,11.8,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q030web.jpg
Q019,"Fruit jce drnk conc, guyabano",N/A,72.9,109,0.3,0.3,26.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q019web.jpg
Q020,"Fruit jce drnk conc, mango",N/A,81.3,75,0.2,0.2,18.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q020web.jpg
Q020,"Fruit jce drnk conc, mango",N/A,88.5,47,0.1,0.2,11.2,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q031web.jpg
Q020,"Fruit jce drnk conc, mango",N/A,81.3,75,0.2,0.2,18.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q020web.jpg
Q021,"Fruit jce drnk conc, orange",N/A,39.6,244,0,0.7,59.5,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0213.png
Q021,"Fruit jce drnk conc, orange",N/A,89.4,43,0.2,0.2,10.1,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q032.png
Q021,"Fruit jce drnk conc, orange",N/A,39.6,244,0,0.7,59.5,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0213.png
Q022,"Fruit jce drnk, apple, ttb",N/A,87.6,50,0.1,0.2,12,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q022web.jpg
Q022,"Fruit jce drnk, apple, ttb",N/A,87.8,49,0.1,0.2,11.8,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q033web.jpg
Q022,"Fruit jce drnk, apple, ttb",N/A,87.6,50,0.1,0.2,12,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q022web.jpg
Q044,"Juice, calamansi (nectar)",N/A,63,150,0.1,0.4,36.4,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q044.png
Q045,"Juice, mango",N/A,86.6,56,0.4,0.7,12.1,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q045.png
Q046,"Juice, orange, unsweetn, cnd",N/A,88.5,46,0.7,0.3,10.2,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q046.png
Q047,"Juice, pineapple & grapefruit, cnd",N/A,84.8,63,1.2,0.5,13.4,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q047.png
Q048,"Juice, pineapple, cnd",N/A,84.4,62,0,0.1,15.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0481.png
Q049,"Juice, sugarcane","Katas, tubo",87.4,50,0.1,0.2,11.9,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q049.png
Q050,"Juice, tomato, cnd",N/A,93.1,25,0.8,0.2,4.9,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q050web.jpg
Q051,"Lemon tea drink, ttb",N/A,87.8,51,0,0.3,12,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q051.png
Q052,Sago in light syrup,Sago palamig,83.3,73,0,1.2,15.5,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q052web.jpg
Q053,"Softdrink, cola",N/A,90,41,0,0.1,9.9,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q053.png
Q054,"Softdrink, orange flvr",N/A,88.4,46,0,0,11.6,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q054web.jpg
Q055,"Soy drink, pwdr, plain",N/A,1.5,449,21.8,13.7,59.6,3.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q055.png
Q056,"Soy drnk, pwdr, corn flvr",N/A,2,448,19.4,13.6,62,3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa78.jpg
Q057,"Soy drnk, pwdr, pandan flvr",N/A,1.6,414,18.3,6.5,70.6,3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa79.jpg
Q058,"Soybean milk drink, choc-flvr",N/A,81,76,2.2,0.3,16.1,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q058web.jpg
Q059,Soybean milk drnk,N/A,87.9,51,2.6,0.8,8.3,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q059web.jpg
Q060,"Tea lvs, dried","Tsaa dahon, tuyo",7.4,357,21.7,1,65.3,4.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa80.jpg
Q061,Young coconut (shredded) drnk,Buko palamig,90.3,39,0.2,0.2,9,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0611.png
Q062,"Tea, prep w/ water, no sugar",N/A,99.7,1,1,0,0.2,0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/Q0601.png
R001,Cheese pimiento sandwich,N/A,41.5,268,9.6,8,39.3,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R001web.jpg
R002,Cheese sandwich,N/A,29.9,302,11.2,6.2,50.3,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R002web.jpg
R003,Cheeseburger sandwich,N/A,47.5,250,11.2,9.5,30,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R002web.jpg
R004,"Steamed bun, mung bean filling","Siopao, munggo",33.6,279,6.7,2.9,56.4,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa83.jpg
R005,"Steamed bun, pork filling","Siopao, baboy",39.2,294,9.2,11.2,39,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R005web.jpg
R006,Glutinous rice w/ mung bean & cocomilk,Ginataang munggo,70.8,130,1.8,3,24,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R006web.jpg
R007,Hamburger sandwich w/ coleslaw,N/A,46.9,246,12.1,8.4,30.5,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R007web.jpg
R008,"Hamburger sandwich, reg",N/A,44.3,265,14,9.9,30.1,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R008web.jpg
R009,Meat pie,Empanada,21.2,435,11.9,24.8,41.1,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R009web.jpg
R010,Meat roll,Mechado roll,33.2,313,10.4,10.4,44.4,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa84.jpg
R011,Rice gruel w/ chicken,Arroz caldo,83.8,63,2,0.4,12.8,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R011web.jpg
R012,Rice gruel w/ choc & milk,"Champorado, may gatas",75.8,97,1.7,0.2,22,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R012web.jpg
R013,Rice gruel w/ tripe,"Lugaw, may goto",87.3,53,2,1.3,8.3,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R013web.jpg
R014,"Spaghetti, meat balls & tomato sce, cnd",N/A,79,83,4.8,1,13.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R014web.jpg
R015,"Spaghetti, Vienna sausage & tomato sce, cnd",N/A,79,86,2.9,1.7,14.8,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa85.jpg
R016,Buko pie,N/A,42.4,266,4.4,7.2,45.9,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R016web.jpg
R017,Egg pie,N/A,45.6,228,9.6,3.5,40,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R017web.jpg
R018,"Halu-halo, cnd",N/A,39.7,242,2.3,0.3,57.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R018web.jpg
R019,"Halu-halo, w/ ice",N/A,79.7,82,1,0.3,18.7,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa86.jpg
R020,Pineapple pie,N/A,30.4,279,1.1,0.3,67.9,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R020web.jpg
R021,Pizza pie,N/A,37.7,271,10.3,5.8,44.4,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R021web.jpg
R022,"Milk fish, w/ black beans, cnd","Bangus may tawsi, de lata",58.6,243,18.6,18.7,0,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa87.jpg
R023,"Spring roll, crab, unckd","Lumpia, alimango, hindi luto",49.3,207,5.8,2.6,40.1,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R023web.jpg
R024,"Spring roll, fish, unckd","Lumpia, isda, hindi luto",52.1,185,5.9,0.2,40,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R024web.jpg
R025,"Spring roll, shrimp, unckd","Lumpia, hipon, hindi luto",47.9,200,6.3,0.2,43.2,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R025web.jpg
R026,"Beef & tomato spread, cnd",N/A,63.7,193,9.8,11.7,12.1,2.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa88.jpg
R027,"Beef caldereta, cnd",N/A,58.6,284,13.3,24.9,1.6,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R027web.jpg
R028,"Beef callos, cnd",N/A,72.1,144,9.6,7.3,9.9,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa90.jpg
R029,"Beef curry, cnd",N/A,70.5,165,9.5,11.2,6.6,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R029web.jpg
R030,"Beef hamburger w/ tomato sce, cnd",N/A,67.4,145,9.4,4.6,16.5,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa92.jpg
R031,"Beef kare-kare, cnd",N/A,83.4,64,9,1.1,4.4,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa93.jpg
R032,"Beef roll, mechado, cnd",N/A,73.8,140,11.6,8.7,3.8,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa94.jpg
R033,"Beef roll, morcon, cnd",N/A,60.9,187,13.9,8,14.9,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa95.jpg
R034,"Beef steak, cnd",N/A,73.4,161,9.6,11.8,4,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa96.jpg
R035,"Beef stew, cnd",N/A,70,169,9.5,11.4,7.1,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R035web.jpg
R036,"Beef w/ gravy, cnd",N/A,81.3,101,12.1,5.8,0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa97.jpg
R037,"Beef w/ mushroom sce, cnd",N/A,77.3,103,13.3,3.7,4,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa98.jpg
R038,"Beef w/chickpeas, cnd",N/A,78.5,95,6.3,3,10.6,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa99.jpg
R039,"Beef, chili con carne, cnd",N/A,76.5,94,7.5,1.8,11.9,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R039web.jpg
R040,"Chicken stew, cnd",N/A,83.9,72,3.6,2.7,8.3,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa.jpg
R041,"Corned beef hash, cnd",N/A,75.7,104,8.4,3.1,10.7,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R041web.jpg
R042,"Duck meat, pato tim, cnd","Pato tim, de lata",76.1,134,11,8.7,2.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa1.jpg
R045,"Meat ball & quail egg, sw & sr sce, cnd",N/A,62.3,207,9.8,13.1,12.4,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa2.jpg
R047,"Pork & chicken adobo, cnd",N/A,68.2,189,14.5,14.6,0,2.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R047web.jpg
R050,"Pork adobo, cnd",N/A,60.2,277,10.3,24.8,3.1,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R050web.jpg
R051,"Pork adobo, w/ egg, cnd",N/A,56.6,261,13.4,20.2,6.3,3.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa3.jpg
R052,"Pork afritada, cnd","Apritadang baboy, de lata",77.8,123,6.3,8.1,6.3,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R052web.jpg
R053,"Pork blood stew, cnd","Dinuguan baboy, de lata",73.2,155,14.8,10.6,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R053web.jpg
R054,"Pork humba, cnd",N/A,72.2,127,7.1,4.7,14,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa4.jpg
R055,"Pork leg w/ mushroom sce, cnd",N/A,54.5,271,7.7,19.7,15.7,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R055web.jpg
R056,"Pork leg, mushroom & chestnut, cnd",N/A,65.3,228,12,19.6,0.8,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R056web.jpg
R057,"Pork leg, pinaksiw, cnd",N/A,66,188,13.1,12.1,6.6,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa5.jpg
R058,"Pork pastel, cnd",N/A,74.3,147,8.8,10.4,4.6,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa6.jpg
R059,"Pork w/ black beans, cnd","Baboy may tawsi, de lata",59.5,215,11.2,16.2,6.1,7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R059web.jpg
R060,"Pork, roasted, pinaksiw, cnd","Lechon paksiw, de lata",63.7,214,12.8,15.2,6.4,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R060web.jpg
R061,"Roast beef hash, cnd",N/A,62.3,201,15,12,8.2,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa7.jpg
R062,"Spring roll, beef, unckd","Lumpia, baka, hindi luto",49,202,7.6,1.2,40.3,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R062web.jpg
R063,"Spring roll, chicken, unckd","Lumpia, manok, hindi luto",48,224,5.7,4.8,39.6,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R063web.jpg
R064,"Spring roll, Shanghai, unckd","Lumpia, Shanghai, hindi luto",44.1,266,5.8,10,38.3,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R064web.jpg
R065,"Chicken noodle broth, inst",N/A,86.2,61,1.7,1.8,9.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R065.png
R066,"Soup, beans w/ bacon, cond, cnd",N/A,87.1,50,2.6,0.6,8.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa8.jpg
R067,"Soup, beef & veg, cnd",N/A,86.1,60,3.3,2.7,5.7,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R067web.jpg
R068,"Soup, bird's nest (nido), cond, cnd",N/A,89.5,45,1.3,2.1,5.3,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa9.jpg
R069,"Soup, chicken & asparagus, cnd",N/A,93.3,20,2.1,0.6,1.5,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa11.jpg
R070,"Soup, chicken & veg, cnd",N/A,91.3,33,1.2,0.3,6.3,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R070web.jpg
R071,"Soup, chicken & veg, cond, cnd",N/A,87.2,60,2,3.4,5.4,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R071web.jpg
R072,"Soup, chicken noodle, cnd",N/A,88.4,49,2.6,1.6,6,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R072web.jpg
R073,"Soup, corn potage, cond, cnd",N/A,75.4,92,3.5,0.4,18.7,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa10.jpg
R074,"Soup, cream of asparagus, cond, cnd",N/A,84.1,79,1.8,4.2,8.5,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R074web.jpg
R075,"Soup, cream of chicken, cond, cnd",N/A,84.9,62,2.5,2,8.4,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R075web.jpg
R076,"Soup, cream of mushroom, cnd",N/A,80.7,102,1.7,6.7,8.7,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R076web.jpg
R077,"Soup, mungbean w/ shrimp, ckd",N/A,86,50,3.1,0.5,8.3,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa12.jpg
R078,"Soup, noodles & beef, cond, cnd",N/A,87.2,55,1.9,2.3,6.7,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa13.jpg
R079,"Soup, pansit molo, cond, cnd",N/A,87.7,54,2.4,2.4,5.6,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa14.jpg
R081,"Soup, sotanghon, cond",N/A,93.9,27,0.8,1.4,2.8,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa15.jpg
R082,"Soup, turkey noodle, cnd",N/A,88,42,2.4,0.4,7.3,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa16.jpg
R083,"Soup, veg alphabet, cnd",N/A,82.4,69,2,1.4,12,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R083web.jpg
R084,"Soup, veg, cond, cnd",N/A,93.4,25,1.1,0.4,4.2,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa17.jpg
R085,"Soup, vermicelli & chicken, cond, cnd",N/A,90,38,1.3,1.2,5.5,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa18.jpg
R086,"Pork & beans, cnd",N/A,74.1,105,4.7,1.8,17.6,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R086web.jpg
R088,"Hotcake, prep, w/ MLP",N/A,46.6,242,5.3,7.1,39.3,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R088web.jpg
R089,"Polvoron, prep, w/ MLP",N/A,3.7,497,9.2,23.4,62.3,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/r089web.jpg
R090,"Gelatin drink, w/ MLP",Jello almond w/ MLP,84.9,63,0.9,0.8,13,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R090web.jpg
R091,"Ice candy, prep, w/ MLP",Frozen refreshment w/ MLP,77,96,1.4,1.1,20.1,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R091web.jpg
R092,"Yacon shake, prep",Yacon cooler,80.7,77,0.2,0.2,18.7,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R092web1.jpg
R093,"Carbonara, prep, w/ MLP",N/A,69.6,148,5.5,6.4,17.2,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R093web1.jpg
R094,"Fruit salad, prep, w/ yacon",Yacon salad twister,84.6,62,0.4,0.3,14.3,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R094web.jpg
R095,"Macaroni salad, prep, w/ yacon",Yacon macaroni salad,70.1,191,3.4,14.9,10.7,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R095web.jpg
R096,"Waldorf salad, prep, w/ yacon","Yacon, waldorf salad",69.3,177,1.8,11.8,16,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R096web.jpg
R097,"Anchovy fry omelet, prep, w/ MLP",Dulong omelet w/ MLP,67.6,186,13.1,12.8,4.5,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R097web2.jpg
R098,"Red snapper fritata, prep, w/ MLP",Maya-maya torta w/ MLP,57.3,260,15.3,19.5,5.7,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R098web.jpg
R099,"Chopsuey, prep, w/ yacon",Yacon chopsuey,84.5,70,2.7,2.8,8.5,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R099web.jpg
R100,"Wonton soup, prep, w/ MLP","Pancit molo, w/ MLP",82.3,93,5,5.3,6.3,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R100web.jpg
R101,"Pork wonton, prep, w/ MLP",Siomai w/ MLP,57,217,13.3,10.2,18,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R101web.jpg
R102,"Scrambled egg, prep, w/ MLP",N/A,67,207,10,16.5,4.6,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R102web.jpg
R103,"Shanghai pork roll, prep, w/ yacon",Yacon lumpiang shanghai,46.7,285,10.3,15.5,26,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R103web.jpg
R104,"Fried rice mix, w/ yacon",Yacon-rice medley,69.1,140,3,4,23.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R104web.jpg
R105,"Vegetable stir-fry w/ quail eggs, prep, w/ yacon",Yacon w/ quail eggs,80.1,105,4.2,6,8.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/r105web.jpg
R106,"Vegetable soup, prep, w/ yacon",Yacon-veggie summer vegetable soup,91.7,34,1.6,0.8,5.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R106web.jpg
R107,"Vegetable spring roll, fresh, w/ yacon",Yacon lumpiang sariwa,66.4,147,3.8,4.2,23.6,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R107web.jpg
R108,"Pork ball, wrapped",Pork wonton/Pork siomai,44.6,298,10.5,16.7,26.4,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/R108.png
S001,"Beef w/ veg, str",N/A,87.8,48,3.8,0.3,7.5,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/S001web.jpg
S002,"Beef, egg noodle, veg, str",N/A,89.3,41,2.8,0.1,7.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa20.jpg
S003,"Carrot, str",N/A,93.8,23,0.6,0.1,4.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/S003web.jpg
S004,"Cereals, applesce & banana, str",N/A,79.6,84,1,0.8,18.2,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/S004web.jpg
S005,"Chicken noodle, str",N/A,87.5,50,2.6,0.4,8.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa21.jpg
